0,10,63
0,11,63
1,7,64
1,8,58
1,8,65
1,8,67
1,8,68
1,8,69
1,8,70
1,8,71
1,9,58
1,9,71
1,9,72
1,9,73
1,9,74
1,9,75
1,9,76
1,9,77
1,9,78
1,9,79
1,10,70
1,10,71
1,10,72
1,10,73
1,10,74
1,10,75
1,10,76
1,10,77
1,10,81
1,11,67
1,11,68
1,11,69
1,11,70
1,11,71
1,11,72
1,11,73
1,11,74
1,11,75
1,11,76
1,11,77
1,11,78
1,11,79
1,11,80
1,11,81
1,12,67
1,12,68
1,12,69
1,12,70
1,12,71
1,12,72
1,12,73
1,12,74
1,12,75
1,12,76
1,12,77
1,12,78
1,12,79
1,12,80
1,13,67
1,13,68
1,13,69
1,13,70
1,13,71
1,13,72
1,13,73
1,13,74
1,13,75
1,13,76
1,13,78
2,6,61
2,6,64
2,7,55
2,7,65
2,7,66
2,7,67
2,7,68
2,7,71
2,7,72
2,8,73
2,8,74
2,8,75
2,8,76
2,8,77
2,8,78
2,8,79
2,9,81
2,10,55
2,10,84
2,11,56
2,11,57
2,11,58
2,11,61
2,11,62
2,11,84
2,11,86
2,11,87
2,11,88
2,12,62
2,12,83
2,12,84
2,12,85
2,12,86
2,12,87
2,12,88
2,12,89
2,13,62
2,13,63
2,13,83
2,13,84
2,13,85
2,13,86
2,13,87
2,13,88
2,13,89
2,13,90
2,13,91
2,14,67
2,14,68
2,14,69
2,14,70
2,14,71
2,14,72
2,14,73
2,14,74
2,14,75
2,14,76
2,14,83
2,14,84
2,14,85
2,14,86
2,14,87
2,14,88
2,14,89
2,14,90
2,14,91
2,14,92
2,15,86
2,15,87
2,15,88
2,15,89
2,15,91
2,15,92
3,5,58
3,6,63
3,6,65
3,7,54
3,7,56
3,7,73
3,7,74
3,7,75
3,7,76
3,7,77
3,7,78
3,8,54
3,8,81
3,8,82
3,9,54
3,9,85
3,9,86
3,10,89
3,10,91
3,10,92
3,10,93
3,10,94
3,10,95
3,11,94
3,11,95
3,11,96
3,11,97
3,11,98
3,11,99
3,12,60
3,12,62
3,12,97
3,12,98
3,13,95
3,13,96
3,13,97
3,13,98
3,13,99
3,13,100
3,14,65
3,14,95
3,14,96
3,14,97
3,14,98
3,14,99
3,14,100
3,15,71
3,15,72
3,15,73
3,15,74
3,15,96
3,15,97
3,15,98
3,15,99
3,16,85
3,16,87
3,16,88
3,16,89
3,16,94
3,16,95
3,16,96
3,16,97
3,16,98
3,17,91
3,17,92
3,17,93
3,17,94
3,17,95
3,17,96
4,5,55
4,5,61
4,7,54
4,7,59
4,7,67
4,7,68
4,7,69
4,7,70
4,7,71
4,7,72
4,7,73
4,7,74
4,7,75
4,7,76
4,8,60
4,8,80
4,8,81
4,8,82
4,8,83
4,8,85
4,8,87
4,8,88
4,8,89
4,8,90
4,8,92
4,9,60
4,9,94
4,9,95
4,9,96
4,9,97
4,9,98
4,10,56
4,10,61
4,10,100
4,10,101
4,11,55
4,11,61
4,11,102
4,13,103
4,14,67
4,14,68
4,14,69
4,14,70
4,14,103
4,15,73
4,15,74
4,15,75
4,15,76
4,15,102
4,15,103
4,16,83
4,16,102
4,16,103
4,17,86
4,17,87
4,17,100
4,17,101
4,18,92
4,18,93
4,18,94
4,18,95
4,18,96
4,18,97
4,18,98
5,6,64
5,7,66
5,7,67
5,7,69
5,7,70
5,8,73
5,8,74
5,8,75
5,8,76
5,8,77
5,8,79
5,8,86
5,8,87
5,8,88
5,8,92
5,8,93
5,8,94
5,8,95
5,8,96
5,9,101
5,9,102
5,10,62
5,10,103
5,11,104
5,13,65
5,13,104
5,14,69
5,14,70
5,14,71
5,14,72
5,14,73
5,14,105
